"Serie","N ventanas válidas","Media","Mínimo","Fecha mínimo","Máximo","Fecha máximo","Último","Fecha último"
"Beta AR(1) rolling 60 meses",133,0.8486,0.575,"2020-01",0.9558,"2025-03",0.9211,"2025-12"
