Fecha,liquidez,fondeo,activos,cartera,solvencia,ICVLF_equal,ICVLF_equal_100,ICVLF_alt_pesos_100,ICVLF_pca_global_100,ICVLF_nucleo_100,ICVLF_pca_interno_100,ICVLF_robust_z_100,nivel_vulnerabilidad
2020-02-01,0.6469232263574948,-0.4887150355890447,0.010891223434058598,-0.20297530551957454,0.846543947388145,0.1625336112142158,66.6932731281582,79.49418081335145,71.41175844367605,84.86124068103562,73.19834173108242,78.77989380987435,Alta
2020-03-01,0.5043745945144339,-0.2627155212786701,0.3722347739031429,-0.0770657630497029,0.9180892882995211,0.29098347447774503,72.11279482761385,82.42556396087906,73.33589010507329,85.78741067878026,77.17738167461785,80.52941076650872,Alta
2020-04-01,0.6006940274190393,-0.22626981016893996,0.5567701107477917,-0.08174992271263545,0.7476089654266124,0.3194106741423736,73.31218750521553,84.20608499364587,73.97453042587914,87.26088932270578,78.64590000626842,82.30784960608419,Alta
2020-05-01,0.6390445243688236,-0.3388951226241524,0.6671423367469217,-0.13161070347073126,0.7100134996523328,0.3091389069346389,72.87880389654741,83.88825874781462,75.40072867397727,86.43655884619955,78.24386380130754,82.57559876050152,Alta
2020-06-01,0.6556520817162539,-0.2499293439506036,0.6890296471600169,-0.24482086680724455,0.6506093874977784,0.3001081811232402,72.4977819689779,84.17229124967538,74.55987184978224,87.6082523441412,77.58527724390682,82.81290952453034,Alta
2020-07-01,0.7430043926391214,-0.19511491493822775,0.7316883855545162,-0.214390218194686,0.7305446889674709,0.359146466805639,74.98870926329498,86.30656754343387,75.99321238243363,89.1860735164549,79.29866695171714,84.17597816147885,Alta
2020-08-01,0.7096511212144088,-0.23818286453546703,0.9003647256740039,-0.2085825283377972,0.7193926028902711,0.37652861138108396,75.72209198022658,86.39488884456044,77.41303718325256,88.33792140578946,79.31108961603682,84.01392933819447,Alta
2020-09-01,0.665824762402154,-0.11796636006474993,0.9682772920789401,-0.24327962288170396,0.5998162854292836,0.37453447139278473,75.6379557681376,86.6561163582824,76.01590981656713,89.18572863011599,79.13888666855001,83.90812115890618,Alta
2020-10-01,0.6701953527981742,-0.45495926244414114,1.1141758044843502,-0.23842566282623734,0.5346723280498148,0.32513171201239216,73.55356797921698,84.40754900686682,78.53233536281267,85.49415824965749,78.38934990681284,82.47724549759452,Alta
2020-11-01,0.6758108446416261,-0.3991964210244409,1.1429316877093076,-0.271947249385343,0.48649003521159656,0.3268177794305493,73.62470607720546,84.75766130175735,78.07160658648363,86.17535860487446,78.4192355565382,82.61095899313098,Alta
2020-12-01,0.5686893761794016,-0.4994130762887998,1.4420207238673142,-0.36642053346731773,0.4386653842517852,0.3167083749084767,73.198172830817,83.52109250384818,79.97855915627497,83.87424034336962,77.59603720910549,81.37381237397354,Alta
2021-01-01,0.48486835952547275,-0.3785617858025795,1.3802985850458596,-0.34693517158398046,0.4558865006562369,0.3191112975682019,73.2995562902122,83.39492918860905,78.41312385452136,84.28521656815875,77.5446514641956,81.00789749207266,Alta
2021-02-01,0.4778767762327674,-0.4391054800510514,1.5392500377645533,-0.2420576511543544,0.7134105524804052,0.4098748470544641,77.12902728739991,85.00638249945804,82.49545563545696,83.53568407672589,80.19835987306311,83.02951545372449,Muy alta
2021-03-01,0.48708401612204927,-0.44773506810745717,1.6066372041188504,-0.23492426246169923,0.6239329347174829,0.40699896487784526,77.00768884868717,85.11761118985605,82.44349158113887,83.54209507899374,79.77227857122921,83.2562950568341,Muy alta
2021-04-01,0.5550617278729914,-0.5202273449187566,1.4096091667936819,-0.20454736113405042,0.5523420322067534,0.35844764416412395,74.95922472844585,84.22359764257764,80.94056469664,83.49199069917,78.61548263332915,83.05398211667094,Alta
2021-05-01,0.59543371203393,-0.8888874868501179,1.4041840612801408,-0.11550241940355092,0.6259047636475854,0.3242265261415975,73.51537662311762,82.26139846598618,83.84063757486216,79.84852242954544,77.66754747707873,82.58285801102119,Alta
2021-06-01,0.5689639136098901,-0.9884662589778124,1.4217354215803883,-0.11415712135620158,0.587674343824952,0.2951500597362433,72.2885902597564,81.07509042628344,84.00204461575613,78.44958690181939,76.77293655667802,82.40916707777757,Alta
2021-07-01,0.5729757808303997,-0.9130319091433462,1.418782982657761,-0.0781415275356998,0.6100230688226896,0.32212167912636086,73.42656949025437,82.00182516284809,83.86447547010026,79.33131158219587,77.79425902783407,83.46172727205958,Alta
2021-08-01,0.5659999292243185,-0.7695946437209216,1.5139122205460034,-0.0661999018815758,0.5892155767587125,0.3666666361853074,75.30599820468592,83.60159602906295,83.77016040265403,80.84581285036421,79.25860369096696,85.03302968814755,Alta
2021-09-01,0.579958454067106,-0.716168431584509,1.521616029672696,-0.07493217757883228,0.5661830444665746,0.3753313838086071,75.67157888006926,84.13435673752768,83.44600701606201,81.59367458472626,79.58454736348062,85.64143371115411,Alta
2021-10-01,0.638244574903534,-0.7716971860022797,1.4198462967204901,-0.07252956213236805,0.5613804719193906,0.35504891908175346,74.81582664403837,83.83506420916811,83.1778339015044,81.62427689801814,79.31220681860862,85.83022368909957,Alta
